NOMBRE_TUI;CATEGORIA_TUI;DIRECCION_TUI;LATITUD_TUI;LONGITUD_TUI;DESCRIPCION_TUI;WEBSITE;TELEFONO;HORARIO;Categoria_1;Categoria_2;Categoria_3
Restaurante Chanab Doner Kebab;bares;Calle Iglesia, 5 28981 Parla, Spain;4023800;-377131;;http://www.chanabdonerkebab.es/;916 05 43 64;Monday: 12:00?PM?–?12:00?AM | Tuesday: 12:00?PM?–?12:00?AM | Wednesday: 12:00?PM?–?12:00?AM | Thursday: 12:00?PM?–?12:00?AM | Friday: 12:00?PM?–?12:00?AM | Saturday: 12:00?PM?–?12:00?AM | Sunday: 12:00?PM?–?12:00?AM;;;
Taberna La Pepa;bares;Calle de Felipe II, 23 28982 Parla, Spain;4023156;-376209;;https://www.tabernalapepa.es/;918 63 45 99;Monday: 7:30?PM?–?12:00?AM | Tuesday: 7:30?PM?–?12:00?AM | Wednesday: 7:30?PM?–?12:00?AM | Thursday: 7:30?PM?–?12:00?AM | Friday: 7:30?PM?–?1:30?AM | Saturday: 12:30?PM?–?1:30?AM | Sunday: 12:00?–?8:00?PM;;;
Mr. Doner Kebab;bares;Calle Jaime I el Conquistador, 17 28982 Parla, Spain;4023381;-376892;;https://misterkebab.es/;916 05 31 23;Monday: 12:00?PM?–?12:00?AM | Tuesday: 12:00?PM?–?12:00?AM | Wednesday: 12:00?PM?–?12:00?AM | Thursday: 12:00?PM?–?12:00?AM | Friday: 12:00?PM?–?12:00?AM | Saturday: 12:00?PM?–?12:00?AM | Sunday: 12:00?PM?–?12:00?AM;;;
La Blanca Paloma;bares;Avenida de la Escuela Pública, 7 28981 Parla, Spain;4023337;-377173;;;916 99 04 40;Monday: Closed | Tuesday: 9:00?AM?–?5:00?PM, 7:00?PM?–?12:00?AM | Wednesday: 9:00?AM?–?5:00?PM, 7:00?PM?–?12:00?AM | Thursday: 9:00?AM?–?5:00?PM, 7:00?PM?–?12:00?AM | Friday: 9:00?AM?–?5:00?PM, 7:00?PM?–?12:00?AM | Saturday: 9:00?AM?–?5:00?PM, 7:00?PM?–?12:00?AM | Sunday: 9:00?AM?–?5:00?PM, 7:00?PM?–?12:00?AM;;;
Los Cafeteros De parla;bares;Calle Jerusalén, 17 28981 Parla, Spain;4023703;-377574;;;912 63 90 85;Monday: Closed | Tuesday: 9:30?AM?–?11:00?PM | Wednesday: 9:30?AM?–?11:00?PM | Thursday: 9:30?AM?–?11:00?PM | Friday: 9:30?AM?–?11:00?PM | Saturday: 9:30?AM?–?11:00?PM | Sunday: 9:30?AM?–?11:00?PM;;;
Capone cocktail-bar;bares;Calle Purísima Concepción, 4 28982 Parla, Spain;4023884;-376780;;;641 42 85 67;Monday: Closed | Tuesday: 6:00?PM?–?2:00?AM | Wednesday: 6:00?PM?–?2:00?AM | Thursday: 6:00?PM?–?2:00?AM | Friday: 6:00?PM?–?2:00?AM | Saturday: 4:00?PM?–?2:00?AM | Sunday: 4:00?PM?–?2:00?AM;;;
Restaurante Los Fogones de Parla;bares;Avenida Cerro del Rubal, 55 28983 Parla, Spain;4023751;-375223;;https://losfogonesdeparla.com/;916 05 32 06;Monday: 9:00?AM?–?11:30?PM | Tuesday: 9:00?AM?–?11:30?PM | Wednesday: 9:00?AM?–?11:30?PM | Thursday: 9:00?AM?–?11:30?PM | Friday: 9:00?AM?–?12:00?AM | Saturday: 10:30?AM?–?11:00?PM | Sunday: 10:30?AM?–?5:00?PM;;;
Bar jamón & Vinotecas ??;bares;Calle de Molinaseca, 14 28947 Fuenlabrada, Spain;4025620;-374889;;;688 03 38 06;Monday: 10:00?AM?–?6:30?PM | Tuesday: 10:00?AM?–?6:30?PM | Wednesday: 10:00?AM?–?6:30?PM | Thursday: 10:00?AM?–?6:30?PM | Friday: 10:00?AM?–?6:30?PM | Saturday: Closed | Sunday: 10:00?AM?–?6:30?PM;;;
EnpiezA cabezeraParada 462;bares;Calle París, 1 28983 Parla, Spain;4024022;-375494;;;;;;;
100 Montaditos;bares;Ctra de Pinto, s/n 28983 Parla, Spain;4024110;-375761;;https://spain.100montaditos.com/;913 51 90 01;Monday: 9:00?AM?–?10:30?PM | Tuesday: 9:00?AM?–?10:30?PM | Wednesday: 9:00?AM?–?10:30?PM | Thursday: 9:00?AM?–?10:30?PM | Friday: 9:00?AM?–?10:30?PM | Saturday: 9:00?AM?–?10:30?PM | Sunday: 10:00?AM?–?10:30?PM;;;
Materiales Para La Construccion Artesania En Escayola;bares;Calle Londres, 54 28983 Parla, Spain;4023920;-375258;;;;Monday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Tuesday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Wednesday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Thursday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Friday: 8:30?AM?–?1:30?PM, 4:00?–?8:00?PM | Saturday: Closed | Sunday: Closed;;;
Bar Restaurante Anita;bares;Calle Londres, 54 28983 Parla, Spain;4023918;-375269;;;639 17 78 17;Monday: 6:00?AM?–?8:30?PM | Tuesday: 6:00?AM?–?8:30?PM | Wednesday: 6:00?AM?–?8:30?PM | Thursday: 6:00?AM?–?8:30?PM | Friday: 6:00?AM?–?10:00?PM | Saturday: 6:00?AM?–?10:00?PM | Sunday: 8:00?AM?–?5:00?PM;;;
Autentico sabor;bares;Calle Amsterdam, 11 28983 Parla, Spain;4023966;-374398;;;;Monday: 8:00?AM?–?11:30?PM | Tuesday: 8:00?AM?–?11:30?PM | Wednesday: 8:00?AM?–?11:30?PM | Thursday: 8:00?AM?–?11:30?PM | Friday: 8:00?AM?–?11:30?PM | Saturday: Closed | Sunday: Closed;;;
El Pincho I;bares;Calle Murillo, 5 28982 Parla, Spain;4024201;-376103;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Yang Xiaomin;bares;Calle Villafranca del Bierzo, 54 28947 Fuenlabrada, Spain;4026165;-374913;;;657 86 19 62;;;;
Versus;bares;Calle de Pinto, 85 28983 Parla, Spain;4024027;-375897;;;968 27 07 95;;;;
Bar del Abuelo;bares;Calle Zamora, 2 28982 Parla, Spain;4024229;-376283;;http://www.bardelabuelo.es/;912 85 52 96;Monday: Closed | Tuesday: 8:00?AM?–?1:00?AM | Wednesday: 8:00?AM?–?1:00?AM | Thursday: 8:00?AM?–?1:00?AM | Friday: 8:00?AM?–?1:00?AM | Saturday: 8:00?AM?–?1:00?AM | Sunday: 8:00?AM?–?1:00?AM;;;
L.C. COMIDA PERUANA;bares;Calle de Pinto, 81 28982 Parla, Spain;4024013;-376005;;https://lc-comida-peruana.eatbu.com/;641 80 85 61;Monday: 1:00?–?10:30?PM | Tuesday: Closed | Wednesday: 1:00?–?10:30?PM | Thursday: 1:00?–?10:30?PM | Friday: 1:00?–?11:30?PM | Saturday: 1:00?–?11:30?PM | Sunday: 1:00?–?10:30?PM;;;
Bailén;bares;Calle Valladolid, 30 28982 Parla, Spain;4024148;-376262;;;916 05 06 57;Monday: 9:30?AM?–?10:00?PM | Tuesday: 9:30?AM?–?10:00?PM | Wednesday: 9:30?AM?–?10:00?PM | Thursday: 9:30?AM?–?10:00?PM | Friday: 9:30?AM?–?10:00?PM | Saturday: 9:30?AM?–?10:00?PM | Sunday: 11:00?AM?–?11:00?PM;;;
Bar Chaparral;bares;Travesía Pintor Sorolla, 6 28982 Parla, Spain;4024043;-376131;;;916 99 47 96;Monday: 9:00?AM?–?12:00?AM | Tuesday: 9:00?AM?–?12:00?AM | Wednesday: Closed | Thursday: 9:00?AM?–?12:00?AM | Friday: 9:00?AM?–?12:00?AM | Saturday: 9:00?AM?–?12:00?AM | Sunday: 9:00?AM?–?12:00?AM;;;
Restaurante Qing Tian;bares;Calle Villablino, 27 28947 Fuenlabrada, Spain;4026186;-374313;;;912 93 43 35;Monday: 9:30?AM?–?6:00?PM | Tuesday: 9:30?AM?–?12:00?AM | Wednesday: 9:30?AM?–?6:00?PM | Thursday: 9:30?AM?–?6:00?PM | Friday: 9:30?AM?–?6:00?PM | Saturday: Closed | Sunday: 9:30?AM?–?6:00?PM;;;
Bar Los Andaluces;bares;Calle de Zurbarán,  28982 Parla, Spain;4024073;-376215;;;;Monday: 10:00?AM?–?4:00?PM, 5:30?–?10:00?PM | Tuesday: 10:00?AM?–?10:00?PM | Wednesday: 10:30?AM?–?11:00?PM | Thursday: 10:00?AM?–?10:00?PM | Friday: 10:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:00?PM | Sunday: 10:00?AM?–?10:00?PM;;;
Bodega Reina;bares;Calle Salamanca, 12 28982 Parla, Spain;4024271;-376435;;;660 78 29 60;Monday: 9:00?AM?–?4:00?PM, 6:00?–?11:00?PM | Tuesday: 9:00?AM?–?4:00?PM, 6:00?–?11:00?PM | Wednesday: 9:00?AM?–?4:00?PM, 6:00?–?11:00?PM | Thursday: 9:00?AM?–?4:00?PM, 6:00?–?11:00?PM | Friday: 9:00?AM?–?4:00?PM, 6:00?–?11:00?PM | Saturday: Closed | Sunday: 9:00?AM?–?4:00?PM, 6:00?PM?–?12:00?AM;;;
BAR GALLARDO;bares;Calle Salamanca, 8 Bis 28982 Parla, Spain;4024235;-376450;;;678 50 04 69;Monday: 9:00?AM?–?11:00?PM | Tuesday: 9:00?AM?–?11:00?PM | Wednesday: 9:00?AM?–?11:00?PM | Thursday: 9:00?AM?–?11:00?PM | Friday: 9:00?AM?–?11:00?PM | Saturday: 9:00?AM?–?4:00?PM | Sunday: Closed;;;
Bar Nieves;bares;Calle de Pablo VI, 6 28982 Madrid, Spain;4024034;-376261;;;672 21 54 30;Monday: 6:30?AM?–?11:00?PM | Tuesday: 6:30?AM?–?11:00?PM | Wednesday: 6:30?AM?–?11:00?PM | Thursday: 6:30?AM?–?11:00?PM | Friday: 6:30?AM?–?12:00?AM | Saturday: 6:30?AM?–?12:00?AM | Sunday: 6:30?AM?–?11:00?PM;;;
Bar la Mezquita;bares;Calle de Juan XXIII, 10 28982 Parla, Spain;4024043;-376286;;;916 99 44 57;Monday: 8:00?AM?–?10:00?PM | Tuesday: 8:00?AM?–?10:00?PM | Wednesday: 8:00?AM?–?10:00?PM | Thursday: 8:00?AM?–?10:00?PM | Friday: 8:00?AM?–?10:00?PM | Saturday: 8:00?AM?–?4:00?PM | Sunday: Closed;;;
Bar El Local;bares;Calle Palencia,  28982 Parla, Spain;4024373;-376625;;;;Monday: 7:00?AM?–?11:00?PM | Tuesday: 7:00?AM?–?11:00?PM | Wednesday: 7:00?AM?–?11:00?PM | Thursday: 7:00?AM?–?11:00?PM | Friday: 7:00?AM?–?11:00?PM | Saturday: 7:00?AM?–?11:00?PM | Sunday: 7:00?AM?–?11:00?PM;;;
Las Moreno;bares;Calle Valladolid, 20 28982 Parla, Spain;4024189;-376503;;;916 98 33 44;Monday: Closed | Tuesday: 8:00?AM?–?10:00?PM | Wednesday: 8:00?AM?–?10:00?PM | Thursday: 8:00?AM?–?10:00?PM | Friday: 8:00?AM?–?12:00?AM | Saturday: 8:00?AM?–?12:00?AM | Sunday: 8:00?AM?–?10:00?PM;;;
Taberna SIGLO XXI;bares;Calle de Doctor Morcillo, 38 28982 Parla, Spain;4024086;-376403;;;;;;;
Restaurante El Gamo;bares;Calle de Manuel Cobo Calleja, 30 28947 Fuenlabrada, Spain;4026364;-374444;;;663 52 76 15;;;;
Café Bar Sancha’s;bares;Calle Guadalajara, 23 28982 Parla, Spain;4024334;-376667;;;916 98 22 00;Monday: Closed | Tuesday: 8:00?AM?–?10:00?PM | Wednesday: 8:00?AM?–?10:00?PM | Thursday: 8:00?AM?–?10:00?PM | Friday: 8:00?AM?–?10:00?PM | Saturday: 8:00?AM?–?10:00?PM | Sunday: 8:00?AM?–?10:00?PM;;;
BAR CAFE EL RIOJANO;bares;Calle San Isidro, 18 28982 Parla, Spain;4024036;-376400;;;;;;;
Bar Cafetería Sergio;bares;Calle Santo Tomás de Aquino, 41 28982 Parla, Spain;4023853;-376278;;;;Monday: 7:00?AM?–?10:00?PM | Tuesday: 7:00?AM?–?10:00?PM | Wednesday: 7:00?AM?–?10:00?PM | Thursday: 7:00?AM?–?10:00?PM | Friday: 7:00?AM?–?10:00?PM | Saturday: 8:00?AM?–?10:00?PM | Sunday: Closed;;;
Bar Casa De Extremadura En Parla;bares;Calle de Burgos, 4 28982 Parla, Spain;4024141;-376637;;;;Monday: 9:00?AM?–?11:00?PM | Tuesday: 9:00?AM?–?11:00?PM | Wednesday: Closed | Thursday: 9:00?AM?–?11:00?PM | Friday: 9:00?AM?–?11:00?PM | Saturday: 9:00?AM?–?11:00?PM | Sunday: 9:00?AM?–?11:00?PM;;;
EL PATIO;bares;Calle de Ciudad Real, 13 28982 Parla, Spain;4024142;-376670;;;633 20 21 39;Monday: 12:00?PM?–?12:30?AM | Tuesday: Closed | Wednesday: 12:00?PM?–?12:30?AM | Thursday: 12:00?PM?–?12:30?AM | Friday: 12:00?PM?–?1:30?AM | Saturday: 12:00?PM?–?1:30?AM | Sunday: 12:00?PM?–?12:30?AM;;;
Tapas Casa Miguel;bares;Calle de Ciudad Real, 13 28982 Parla, Spain;4024134;-376668;;;;;;;
Bar cafetería los amigos;bares;Calle de Cuenca, 2 28982 Parla, Spain;4023979;-376512;;;;Monday: 9:00?AM?–?10:30?PM | Tuesday: 9:00?AM?–?5:00?PM | Wednesday: 9:00?AM?–?10:30?PM | Thursday: 9:00?AM?–?10:30?PM | Friday: 9:00?AM?–?10:30?PM | Saturday: 9:00?AM?–?10:30?PM | Sunday: 9:00?AM?–?10:30?PM;;;
Cafeteria Sanz;bares;Calle de Cuenca, 3 28982 Parla, Spain;4024003;-376543;;;916 05 77 00;Monday: 9:00?AM?–?4:30?PM, 6:00?–?11:30?PM | Tuesday: 9:00?AM?–?4:30?PM, 6:00?–?11:30?PM | Wednesday: 9:00?AM?–?4:30?PM, 6:00?–?11:30?PM | Thursday: 9:00?AM?–?4:30?PM, 6:00?–?11:30?PM | Friday: 9:00?AM?–?4:30?PM, 6:00?–?11:30?PM | Saturday: 9:00?AM?–?4:30?PM, 6:00?–?11:30?PM | Sunday: Closed;;;
Bar Route 54;bares;,  28982 Parla, Spain;4023779;-376270;;;680 19 61 30;Monday: 5:00?PM?–?12:00?AM | Tuesday: 5:00?PM?–?12:00?AM | Wednesday: 5:00?PM?–?12:00?AM | Thursday: 5:00?PM?–?12:00?AM | Friday: 5:00?PM?–?1:30?AM | Saturday: 11:00?AM?–?1:30?AM | Sunday: 11:00?AM?–?12:00?AM;;;
Bar El Toque De Queda;bares;Calle Lago Blanco, 4 28981 Parla, Spain;4024660;-376992;;;643 08 62 54;Monday: Closed | Tuesday: 9:00?AM?–?12:00?AM | Wednesday: 9:00?AM?–?12:00?AM | Thursday: 9:00?AM?–?12:00?AM | Friday: 9:00?AM?–?1:00?AM | Saturday: 9:00?AM?–?1:00?AM | Sunday: 9:00?AM?–?12:00?AM;;;
Bar Chena Cerveceria;bares;Calle de Ciudad Real, 6 28982 Parla, Spain;4024085;-376671;;;;Monday: 10:00?AM?–?10:30?PM | Tuesday: 12:00?–?10:30?PM | Wednesday: 10:00?AM?–?10:30?PM | Thursday: 10:00?AM?–?10:30?PM | Friday: 10:00?AM?–?10:30?PM | Saturday: 10:00?AM?–?10:30?PM | Sunday: 10:00?AM?–?10:30?PM;;;
Bar santi;bares;Calle Virgen del Rocío, 14 28982 Parla, Spain;4023864;-376446;;;;Monday: 9:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?10:00?PM | Wednesday: 9:00?AM?–?10:00?PM | Thursday: 9:00?AM?–?10:00?PM | Friday: 9:00?AM?–?10:00?PM | Saturday: 10:00?AM?–?10:30?PM | Sunday: Closed;;;
Bar Kris;bares;Calle de Felipe II, 2bis 28982 Parla, Spain;4023738;-376267;;;;;;;
Michelados Bar;bares;Calle de Pinto, 45 28982 Parla, Spain;4023971;-376589;;;722 76 79 62;Monday: Closed | Tuesday: 8:00?AM?–?12:00?AM | Wednesday: 8:00?AM?–?12:00?AM | Thursday: 8:00?AM?–?12:00?AM | Friday: 8:00?AM?–?1:00?AM | Saturday: 9:00?AM?–?1:00?AM | Sunday: 9:00?AM?–?12:00?AM;;;
??-??;discotecas;Carretera de Circunvalación,  28982 Parla, Spain;4024716;-376541;;;;;;;
????KTV;discotecas;Carretera de Circunvalación,  28982 Parla, Spain;4024659;-376566;;;916 99 48 74;Monday: 9:00?PM?–?5:00?AM | Tuesday: 9:00?PM?–?5:00?AM | Wednesday: 9:00?PM?–?5:00?AM | Thursday: 9:00?PM?–?5:00?AM | Friday: 9:00?PM?–?5:00?AM | Saturday: 9:00?PM?–?5:00?AM | Sunday: 9:00?PM?–?5:00?AM;;;
Snapchat Snapchat;discotecas;Avenida Cerro del Rubal, 53 28983 Parla, Spain;4023751;-375252;;;644 49 92 70;Monday: Closed | Tuesday: Closed | Wednesday: 12:00?–?6:00?AM | Thursday: 12:00?–?6:00?AM | Friday: 12:00?–?6:00?AM | Saturday: 12:00?–?6:00?AM | Sunday: 12:00?–?6:00?AM;;;
Nice Party;discotecas;Calle Prolongación Cuenca,  28982 Parla, Spain;4024382;-376448;;;602 12 01 11;Monday: 10:00?AM?–?10:00?PM | Tuesday: 9:00?AM?–?12:00?AM | Wednesday: 9:00?AM?–?12:00?AM | Thursday: 9:00?AM?–?12:00?AM | Friday: 9:00?AM?–?12:00?AM | Saturday: 10:00?AM?–?12:00?AM | Sunday: 10:00?AM?–?12:00?AM;;;
D' RUMBA LATINA;discotecas;Calle San Félix, 18 28982 Parla, Spain;4023847;-376518;;;602 15 50 64;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 11:00?PM?–?6:00?AM | Friday: 11:00?PM?–?6:00?AM | Saturday: 11:00?PM?–?6:00?AM | Sunday: Closed;;;
Mitto;discotecas;Calle Río Guadiana, 9 28981 Parla, Spain;4024351;-377063;;https://instagram.com/mitto_bar?igshid=YmMyMTA2M2Y=;600 89 87 51;Monday: 8:00?AM?–?10:00?PM | Tuesday: 8:00?AM?–?10:00?PM | Wednesday: 8:00?AM?–?11:30?PM | Thursday: 8:00?AM?–?11:30?PM | Friday: 8:00?AM?–?1:30?AM | Saturday: 9:00?AM?–?1:30?AM | Sunday: 9:00?AM?–?10:00?PM;;;
Bamboo;discotecas;Calle Torrejón, 18 28982 Parla, Spain;4023828;-376691;;https://www.facebook.com/Bamboo-Parla-1688735011448612/;678 39 19 90;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 11:45?PM?–?5:45?AM | Saturday: 11:45?PM?–?5:45?AM | Sunday: Closed;;;
PLATINIUN 4K;discotecas;Calle Santo Tomás de Aquino,  28982 Parla, Spain;4023774;-376634;;;;Monday: Closed | Tuesday: 10:00?PM?–?6:00?AM | Wednesday: 10:00?PM?–?12:00?AM | Thursday: 12:00?AM?–?6:00?PM, 10:00?PM?–?6:00?AM | Friday: 10:00?PM?–?6:00?AM | Saturday: 10:00?PM?–?6:00?AM | Sunday: 10:00?PM?–?6:00?AM;;;
Aquario Parla discoteca;discotecas;Calle Torrejón, 36 28982 Parla, Spain;4023740;-376642;;https://parla365.es/discotecas/#aquario_parla;;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 10:00?PM?–?4:00?AM | Saturday: 10:00?PM?–?4:00?AM | Sunday: Closed;;;
Karaoke Vshow;discotecas;Calle del Río Ebro, 13 28947 Fuenlabrada, Spain;4026726;-375555;;;688 55 88 99;Monday: 8:00?PM?–?5:00?AM | Tuesday: 8:00?PM?–?5:00?AM | Wednesday: 8:00?PM?–?5:00?AM | Thursday: 8:00?PM?–?5:00?AM | Friday: 8:00?PM?–?5:00?AM | Saturday: 7:30?PM?–?5:00?AM | Sunday: 7:30?PM?–?5:00?AM;;;
Avanti;discotecas;Calle Torrejón, 38 28982 Parla, Spain;4023724;-376632;;https://avantidiscoteca.es/;;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 11:00?PM?–?6:00?AM | Saturday: 11:00?PM?–?6:00?AM | Sunday: Closed;;;
Rïttual;discotecas;Calle San José de Calasanz, 15 28982 Parla, Spain;4023828;-376775;;;611 64 87 90;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 12:00?–?6:00?AM | Saturday: 12:00?–?6:00?AM | Sunday: Closed;;;
Bávaro VIP;discotecas;Calle San José de Calasanz,  28982 Parla, Spain;4023833;-376787;;;;;;;
Andén Parla;discotecas;Calle San José de Calasanz, 15 28982 Parla, Spain;4023824;-376784;;https://www.facebook.com/AndenParla/;916 99 96 38;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 11:30?PM?–?5:30?AM | Saturday: 11:30?PM?–?5:30?AM | Sunday: Closed;;;
Discoteca Bavaro Gold;discotecas;Calle Esperanza, 8 28982 Parla, Spain;4023732;-376728;;;614 13 19 47;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 11:00?PM?–?6:00?AM | Friday: 11:00?PM?–?6:00?AM | Saturday: 11:00?PM?–?6:00?AM | Sunday: 11:00?PM?–?6:00?AM;;;
White Shisha Lounge;discotecas;Calle la Sal, 49 28981 Parla, Spain;4024015;-377089;;;615 32 43 78;Monday: 4:00?PM?–?2:00?AM | Tuesday: 4:00?PM?–?2:00?AM | Wednesday: 4:00?PM?–?2:00?AM | Thursday: 4:00?PM?–?2:00?AM | Friday: 4:00?PM?–?2:30?AM | Saturday: 4:00?PM?–?2:30?AM | Sunday: 4:00?PM?–?2:00?AM;;;
Conchita Amores;discotecas;Calle de la Paloma, 12 28981 Parla, Spain;4023973;-377063;;http://www.conchitaamores.com/;665 69 43 78;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 12:00?–?6:00?AM | Saturday: 12:00?–?6:00?AM | Sunday: 12:00?–?6:00?AM, 6:00?–?10:00?PM;;;
DISCOTECA EL SITIO;discotecas;Calle del Planeta Saturno, 9 28983 Parla, Spain;4022517;-375485;;https://www.instagram.com/discoteca_el_sitio_?igsh=dHZ2M3M2ZGx0Mnht&utm_source=qr;662 21 65 04;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 11:00?PM?–?6:00?AM | Friday: 11:00?PM?–?6:00?AM | Saturday: 11:00?PM?–?6:00?AM | Sunday: Closed;;;
Discoteca Saturno;discotecas;Calle del Planeta Saturno, 9 28983 Parla, Spain;4022513;-375485;;https://www.instagram.com/discotecasaturnoparla/;683 30 64 06;Monday: 11:00?PM?–?5:30?AM | Tuesday: Closed | Wednesday: Closed | Thursday: 11:00?PM?–?5:30?AM | Friday: 11:00?PM?–?6:00?AM | Saturday: 11:00?PM?–?6:00?AM | Sunday: 11:00?PM?–?5:30?AM;;;
Crystal Disco | Discoteca en Parla;discotecas;Calle del Planeta Saturno, 9 28983 Parla, Spain;4022496;-375482;;https://www.instagram.com/crystaldisco_/;614 13 16 85;Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 11:00?PM?–?5:00?AM | Saturday: 11:00?PM?–?6:00?AM | Sunday: Closed;;;
El sitio disco 2;discotecas;Calle del Planeta Saturno, 9 28983 Parla, Spain;4022454;-375349;;;;;;;
Pajarera refugio;atracciones_turisticas;Avenida de La Cantueña,  28947 Fuenlabrada, Spain;4025786;-375304;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Espacio ferial;atracciones_turisticas;Camino Madrigueras, 18 28983 Parla, Spain;4024370;-375755;;;;;;;
Finca parla;atracciones_turisticas;,  28320 , Spain;4024056;-373630;;;;;;;
Fuente del diente de león;atracciones_turisticas;,  28982 Parla, Spain;4023883;-376851;;;;;;;
Plaza San Juan;atracciones_turisticas;Plaza San Juan, 6 28982 Parla, Spain;4023832;-377013;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Universo Park;atracciones_turisticas;Calle Enrique Granados, 101G 28983 Parla, Spain;4022901;-375840;;;;Monday: 8:00?AM?–?8:00?PM | Tuesday: 8:00?AM?–?8:00?PM | Wednesday: 8:00?AM?–?8:00?PM | Thursday: 8:00?AM?–?8:00?PM | Friday: 8:00?AM?–?8:00?PM | Saturday: 8:00?AM?–?8:00?PM | Sunday: 8:00?AM?–?8:00?PM;;;
Bulevar Sur;atracciones_turisticas;,  28981 Parla, Spain;4023394;-377324;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Parla;parada_bus;,  28981 Parla, Spain;4024216;-376971;;;;;;;
Parla;transporte_estacion_tren;Calle Río Tajo, 2 28981 Parla, Spain;4024099;-376932;;;;;;;
Ballena Park;parque;Real, s/n 28981 Parla, Spain;4024615;-376810;;;916 24 03 58;Monday: 8:00?AM?–?9:00?PM | Tuesday: 8:00?AM?–?9:00?PM | Wednesday: 8:00?AM?–?9:00?PM | Thursday: 8:00?AM?–?9:00?PM | Friday: 8:00?AM?–?9:00?PM | Saturday: 8:00?AM?–?9:00?PM | Sunday: 8:00?AM?–?9:00?PM;;;
Cerro La Coronilla;parque;,  28983 , Spain;4025126;-374828;;;;;;;
Cerro de la Cantueña (Punto Geodésico);parque;Camino de la Cogorrilla,  28983 , Spain;4024715;-375033;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
"Letrero ""Parque Forestal Cerro de la Cantueña""";parque;Poligono Sector 5 Terciario, 318 28983 Parla, Spain;4025014;-375700;;;;;;;
Calle de las tejoneras;parque;Calle de Pinto,  28983 Parla, Spain;4024382;-375117;;;;;;;
Cartel Cerro de la Cantueña;parque;Poligono Sector 5 Terciario, 282P 28983 Madrid, Spain;4024883;-375898;;;;;;;
Buenavista;parque;,  28983 , Spain;4025307;-375847;;;;;;;
Cartel Arco Verde;parque;,  28983 Parla, Spain;4024913;-375956;;;;;;;
Alcantueña;parque;,  28947 Madrid, Spain;4025778;-375330;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Cobo no me llames;parque;,  28947 Fuenlabrada, Spain;4025926;-375121;;;;;;;
Parque de la Cantueña;parque;Avenida Laredo,  28947 , Spain;4025864;-375571;;;;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Abogados de Atocha Park;parque;Calle Julio Romero de Torres,  28982 Parla, Spain;4024439;-376044;;https://www.ayuntamientoparla.es/ayuntamiento/direcciones-y-telefonos;916 24 03 58;Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours;;;
Plaza de las bellas artes;parque;,  28982 Parla, Spain;4024301;-375912;;;;;;;
Huerto Crisol;parque;Calle Prolongación Cuenca, 1A 28982 Parla, Spain;4024482;-376345;;;;;;;
Plaza de Atenas;parque;Calle Atenas,  28983 Parla, Spain;4023821;-375089;;;;;;;
